Idade,Anos_Experiencia,Escolaridade,Segunda_Lingua,Terceira_Lingua,Regiao,Profissao,Salario
37.0,,Mestrado,Nenhuma,Inglês,Sudeste,Economista,10355.52
38.0,15.0,Fundamental,Inglês,Nenhuma,Nordeste,Técnico,3547.78
39.0,12.0,Médio,Francês,Nenhuma,Nordeste,Vendedor,2329.77
52.0,7.0,Pós,Alemão,Nenhuma,Centro-Oeste,Policial,5756.45
54.0,30.0,Superior,Francês,Nenhuma,Centro-Oeste,Arquiteto,13651.14
33.0,24.0,Superior,Inglês,Espanhol,Nordeste,Economista,8477.14
60.0,38.0,Superior,Inglês,Italiano,Sudeste,Vendedor,7728.36
34.0,20.0,Doutorado,Alemão,Alemão,Sul,Administrador,11864.28
33.0,37.0,Superior,Nenhuma,Nenhuma,Sudeste,Professor,8915.27
19.0,28.0,Superior,Italiano,Nenhuma,Sudeste,Enfermeiro,6610.48
21.0,5.0,Pós,Inglês,Nenhuma,Sudeste,Professor,7720.66
38.0,17.0,Mestrado,Inglês,Italiano,Sudeste,Agrônomo,8944.36
56.0,34.0,Técnico,Italiano,Nenhuma,Norte,Economista,6142.11
51.0,26.0,Superior,Nenhuma,Nenhuma,Sudeste,Policial,7000.96
47.0,4.0,Superior,Inglês,Nenhuma,Sul,Programador,10916.97
23.0,6.0,Médio,Italiano,Nenhuma,Sul,Motorista,2142.66
,9.0,Superior,Inglês,Italiano,Sudeste,Cientista,17586.96
56.0,9.0,Médio,Nenhuma,Espanhol,Centro-Oeste,Agrônomo,3362.64
42.0,27.0,Médio,Francês,Alemão,Centro-Oeste,Advogado,15262.44
22.0,35.0,Doutorado,Inglês,Inglês,Sudeste,Administrador,26229.83
22.0,9.0,Médio,Inglês,Inglês,Centro-Oeste,Pesquisador,8219.17
37.0,34.0,Superior,Francês,Inglês,Centro-Oeste,Motorista,4828.16
33.0,34.0,Técnico,Francês,Espanhol,Nordeste,Analista de Dados,
58.0,36.0,Superior,Francês,Nenhuma,Nordeste,Economista,10073.21
54.0,19.0,Médio,Inglês,Nenhuma,Norte,Engenheiro,12079.12
57.0,12.0,Superior,Francês,Nenhuma,Sul,Administrador,8050.19
26.0,10.0,Mestrado,Nenhuma,Espanhol,Centro-Oeste,Designer,8522.6
22.0,18.0,Técnico,Nenhuma,Espanhol,Norte,Médico,9222.55
59.0,27.0,Técnico,Inglês,Inglês,Sudeste,Técnico,8022.45
19.0,37.0,Superior,Inglês,Francês,Sudeste,Economista,15890.4
26.0,3.0,Médio,Inglês,Nenhuma,Sudeste,Vendedor,2971.89
60.0,36.0,Técnico,Inglês,Nenhuma,Sul,Designer,8360.15
53.0,18.0,Fundamental,Italiano,Alemão,Nordeste,Professor,3796.39
39.0,36.0,Superior,Inglês,Nenhuma,Sul,Pesquisador,
39.0,13.0,Mestrado,Inglês,Espanhol,Sul,Pesquisador,19810.66
39.0,30.0,Superior,Nenhuma,Nenhuma,Sudeste,Analista de Dados,12282.59
51.0,,Superior,Inglês,Inglês,Sul,Técnico,9445.02
46.0,35.0,Fundamental,Nenhuma,Nenhuma,Nordeste,Policial,3111.35
55.0,37.0,Mestrado,Inglês,Nenhuma,Centro-Oeste,Administrador,12920.2
63.0,18.0,Técnico,Inglês,Nenhuma,Sudeste,Arquiteto,14554.91
50.0,0.0,Doutorado,Inglês,Espanhol,Sul,Pesquisador,17113.02
35.0,22.0,Médio,Nenhuma,Nenhuma,Norte,Técnico,3064.86
24.0,27.0,Doutorado,Nenhuma,Nenhuma,Sudeste,Consultor,12976.1
18.0,3.0,Superior,Francês,Nenhuma,Sul,Cientista,11663.51
50.0,17.0,Médio,Inglês,Nenhuma,Nordeste,Consultor,5549.99
18.0,38.0,Doutorado,Alemão,Nenhuma,Nordeste,Cientista,27192.08
41.0,24.0,Fundamental,Alemão,Nenhuma,Sudeste,Analista de Dados,7786.34
21.0,17.0,Pós,Nenhuma,Nenhuma,Sudeste,Analista de Dados,12717.4
21.0,5.0,Mestrado,Nenhuma,Nenhuma,Nordeste,Economista,7873.36
35.0,18.0,Médio,Nenhuma,Inglês,Sul,Técnico,5589.19
44.0,11.0,Técnico,Alemão,Inglês,Centro-Oeste,Agrônomo,5028.54
60.0,24.0,Superior,Inglês,Nenhuma,Centro-Oeste,Motorista,3762.66
49.0,34.0,Superior,Inglês,Francês,Sul,Vendedor,5207.28
50.0,0.0,Mestrado,Alemão,Nenhuma,Sudeste,Policial,6584.75
45.0,4.0,Pós,Inglês,Inglês,Centro-Oeste,Programador,10456.0
59.0,0.0,Técnico,Inglês,Nenhuma,Sudeste,Engenheiro,11804.11
58.0,7.0,Mestrado,Inglês,Nenhuma,Sudeste,Enfermeiro,8380.98
53.0,38.0,Doutorado,Alemão,Nenhuma,Norte,Engenheiro,29898.99
23.0,17.0,Médio,Francês,Alemão,Centro-Oeste,Programador,6898.84
33.0,8.0,Médio,Inglês,Nenhuma,Sul,Programador,7898.81
51.0,4.0,Superior,Inglês,Nenhuma,Sudeste,Médico,15292.53
40.0,3.0,Mestrado,Francês,Inglês,Norte,Pesquisador,10367.16
59.0,28.0,Médio,Nenhuma,Nenhuma,Sudeste,Policial,129725.8
41.0,0.0,Mestrado,Inglês,Inglês,Centro-Oeste,Advogado,18828.61
30.0,29.0,Doutorado,Francês,Alemão,Sudeste,Cientista,27280.24
35.0,0.0,Médio,Inglês,Nenhuma,Nordeste,Economista,4384.5
30.0,,Superior,Inglês,Nenhuma,Nordeste,Analista de Dados,8308.78
,21.0,Técnico,Inglês,Nenhuma,Sudeste,Programador,12182.5
,7.0,Técnico,Inglês,Italiano,Sul,Motorista,2842.63
56.0,17.0,Superior,Nenhuma,Inglês,Centro-Oeste,Pesquisador,14023.74
59.0,24.0,Pós,Nenhuma,Nenhuma,Sul,Médico,22893.97
34.0,19.0,Superior,Inglês,Italiano,Centro-Oeste,Cientista,16867.94
32.0,30.0,Doutorado,Inglês,Inglês,Sudeste,Policial,15390.42
35.0,29.0,Técnico,Inglês,Nenhuma,Sudeste,Médico,21523.3
40.0,15.0,Superior,Inglês,Nenhuma,Sudeste,Programador,14412.17
47.0,1.0,Mestrado,Inglês,Inglês,Norte,Médico,14984.25
51.0,16.0,Técnico,Inglês,Nenhuma,Sudeste,Médico,14816.64
21.0,9.0,Superior,Inglês,Nenhuma,Sul,Professor,6461.46
20.0,,Superior,Italiano,Nenhuma,Sudeste,Enfermeiro,4356.79
24.0,8.0,Mestrado,Inglês,Inglês,Nordeste,Agrônomo,7302.55
35.0,16.0,Superior,Francês,Inglês,Centro-Oeste,Pesquisador,14119.16
59.0,8.0,Superior,Inglês,Espanhol,Sudeste,Economista,6757.51
24.0,8.0,Doutorado,Nenhuma,Espanhol,Nordeste,Programador,13018.8
57.0,36.0,Fundamental,Inglês,Espanhol,Norte,Advogado,9955.07
23.0,23.0,Superior,Inglês,Nenhuma,Sudeste,Programador,erro
39.0,38.0,Superior,Inglês,Inglês,Sudeste,Engenheiro,33462.85
18.0,10.0,Fundamental,Nenhuma,Nenhuma,Sudeste,Agrônomo,3691.42
21.0,7.0,Superior,Nenhuma,Nenhuma,Norte,Consultor,5858.15
63.0,24.0,Médio,Alemão,Espanhol,Centro-Oeste,Economista,6617.92
60.0,1.0,Mestrado,Inglês,Nenhuma,Sudeste,Motorista,4913.89
,9.0,Mestrado,Inglês,Nenhuma,Sudeste,Pesquisador,17725.58
38.0,23.0,Fundamental,Nenhuma,Francês,Sul,Arquiteto,8794.82
43.0,15.0,Fundamental,Italiano,Nenhuma,Nordeste,Economista,3985.95
31.0,18.0,Pós,Inglês,Alemão,Sul,Professor,10063.32
26.0,30.0,Técnico,Inglês,Inglês,Sudeste,Cientista,erro
64.0,10.0,Superior,Italiano,Nenhuma,Centro-Oeste,Designer,101248.2
29.0,5.0,Técnico,Alemão,Inglês,Sudeste,Cientista,207790.6
59.0,5.0,Médio,Inglês,Nenhuma,Sudeste,Enfermeiro,4061.81
23.0,31.0,Técnico,Inglês,Nenhuma,Nordeste,Enfermeiro,140841.6
37.0,38.0,Médio,Inglês,Inglês,Norte,Policial,5018.35
41.0,xxx,Superior,Alemão,Nenhuma,Nordeste,Médico,11021.73
44.0,2.0,Pós,Nenhuma,Nenhuma,Sul,Pesquisador,13021.47
55.0,34.0,Superior,Italiano,Nenhuma,Sul,Analista de Dados,17576.51
25.0,37.0,Superior,Francês,Francês,Nordeste,Agrônomo,7887.88
18.0,16.0,Superior,Nenhuma,Inglês,Sudeste,Designer,10292.03
41.0,2.0,Técnico,Inglês,Inglês,Sul,Médico,9687.07
,33.0,Médio,Inglês,Francês,Sul,Motorista,5208.17
24.0,11.0,Técnico,Inglês,Espanhol,Sudeste,Pesquisador,12654.73
36.0,23.0,Superior,Nenhuma,Nenhuma,Sudeste,Professor,9763.04
39.0,5.0,Pós,Alemão,Nenhuma,Centro-Oeste,Técnico,4592.62
52.0,10.0,Superior,Nenhuma,Inglês,Norte,Motorista,3052.34
47.0,26.0,Superior,Alemão,Nenhuma,Sudeste,Agrônomo,6443.71
46.0,23.0,Médio,Inglês,Nenhuma,Centro-Oeste,Analista de Dados,10508.49
39.0,17.0,Mestrado,Inglês,Nenhuma,Centro-Oeste,Designer,10028.28
28.0,26.0,Mestrado,Nenhuma,Nenhuma,Nordeste,Técnico,6862.64
37.0,20.0,Técnico,Inglês,Nenhuma,Sudeste,Administrador,8042.51
46.0,33.0,Superior,Nenhuma,Nenhuma,Sul,Administrador,8482.63
58.0,32.0,Superior,Inglês,Nenhuma,Sudeste,Advogado,22123.67
59.0,17.0,Superior,Inglês,Nenhuma,Sudeste,Agrônomo,8662.3
erro,2.0,Doutorado,Inglês,Nenhuma,Centro-Oeste,Enfermeiro,7422.27
18.0,23.0,Pós,Nenhuma,Alemão,Sudeste,Cientista,21304.42
48.0,0.0,Superior,Inglês,Nenhuma,Sudeste,Médico,14220.85
47.0,5.0,Superior,Inglês,Francês,Nordeste,Analista de Dados,9064.8
65.0,18.0,Médio,Inglês,Nenhuma,Sudeste,Professor,6013.98
35.0,21.0,Médio,Inglês,Nenhuma,Norte,Economista,4990.8
34.0,7.0,Técnico,Alemão,Inglês,Sul,Administrador,6439.47
55.0,4.0,Médio,Nenhuma,Nenhuma,Sudeste,Enfermeiro,3007.09
31.0,8.0,Doutorado,Nenhuma,Italiano,Centro-Oeste,Motorista,4236.99
40.0,20.0,Superior,Inglês,Nenhuma,Nordeste,Pesquisador,16735.92
42.0,27.0,Mestrado,Nenhuma,Nenhuma,Sudeste,Arquiteto,21671.85
32.0,3.0,Mestrado,Inglês,Espanhol,Norte,Médico,12205.32
63.0,23.0,Mestrado,Inglês,Francês,Sul,Cientista,26672.66
39.0,7.0,Médio,Francês,Inglês,Centro-Oeste,Analista de Dados,7023.28
20.0,16.0,Superior,Inglês,Nenhuma,Nordeste,Advogado,14493.66
36.0,33.0,Técnico,Nenhuma,Nenhuma,Nordeste,Professor,6928.32
erro,19.0,Doutorado,Francês,Nenhuma,Sudeste,Advogado,24367.13
51.0,15.0,Mestrado,Inglês,Nenhuma,Sudeste,Médico,29954.33
52.0,9.0,Médio,Alemão,Alemão,Centro-Oeste,Motorista,2106.78
,33.0,Técnico,Alemão,Nenhuma,Sudeste,Vendedor,3830.03
38.0,9.0,Superior,Inglês,Nenhuma,Centro-Oeste,Administrador,6685.82
46.0,29.0,Técnico,Inglês,Nenhuma,Centro-Oeste,Agrônomo,5496.08
23.0,29.0,Mestrado,Inglês,Nenhuma,Nordeste,Técnico,8732.58
54.0,24.0,Mestrado,Alemão,Nenhuma,Nordeste,Arquiteto,11906.2
18.0,6.0,Pós,Italiano,Espanhol,Nordeste,Analista de Dados,9596.48
18.0,19.0,Superior,Nenhuma,Italiano,Nordeste,Programador,9044.27
44.0,16.0,Superior,Inglês,Nenhuma,Sul,Administrador,10541.5
38.0,2.0,Técnico,Alemão,Nenhuma,Sudeste,Médico,8524.48
33.0,39.0,Mestrado,Italiano,Espanhol,Sudeste,Enfermeiro,9452.68
61.0,35.0,Mestrado,Inglês,Nenhuma,Nordeste,Consultor,11897.3
57.0,25.0,Fundamental,Nenhuma,Nenhuma,Sudeste,Advogado,11105.39
43.0,9.0,Técnico,Inglês,Nenhuma,Sudeste,Agrônomo,5815.88
33.0,33.0,Fundamental,Nenhuma,Nenhuma,Nordeste,Programador,7453.77
45.0,13.0,Mestrado,Francês,Nenhuma,Nordeste,Vendedor,92172.4
18.0,7.0,Médio,Alemão,Nenhuma,Sudeste,Médico,10531.95
,26.0,Superior,Nenhuma,Espanhol,Nordeste,Programador,9654.39
27.0,9.0,Técnico,Nenhuma,Inglês,Sudeste,Designer,5654.78
60.0,14.0,Mestrado,Nenhuma,Inglês,Sul,Analista de Dados,14788.48
34.0,36.0,Superior,Francês,Inglês,Sudeste,Consultor,14060.99
40.0,21.0,Técnico,Inglês,Inglês,Sudeste,Motorista,4681.92
24.0,30.0,Técnico,Nenhuma,Nenhuma,Sul,Policial,6639.29
61.0,1.0,Técnico,Francês,Espanhol,Sudeste,Policial,3062.2
24.0,30.0,Pós,Inglês,Inglês,Norte,Advogado,24644.68
61.0,13.0,Pós,Nenhuma,Inglês,Nordeste,Programador,11478.35
32.0,9.0,Técnico,Italiano,Nenhuma,Nordeste,Policial,3034.72
51.0,29.0,Superior,Inglês,Nenhuma,Centro-Oeste,Policial,6204.8
63.0,35.0,Médio,Inglês,Inglês,Nordeste,Professor,154406.6
62.0,39.0,Mestrado,Nenhuma,Nenhuma,Sudeste,Advogado,34226.32
21.0,14.0,Técnico,Inglês,Inglês,Sudeste,Técnico,6673.34
31.0,13.0,Mestrado,Inglês,Nenhuma,Sul,Administrador,11023.87
31.0,30.0,Superior,Alemão,Inglês,Sudeste,Designer,12620.26
33.0,28.0,Superior,Nenhuma,Inglês,Sul,Agrônomo,6460.39
24.0,26.0,Médio,Alemão,Alemão,Centro-Oeste,Policial,4467.32
erro,20.0,Médio,Italiano,Nenhuma,Nordeste,Motorista,2620.48
36.0,8.0,Superior,Inglês,Nenhuma,Sul,Analista de Dados,11813.66
19.0,19.0,Superior,Francês,Francês,Sudeste,Motorista,4338.11
27.0,34.0,Médio,Inglês,Nenhuma,Nordeste,Economista,7605.47
34.0,14.0,Mestrado,Alemão,Nenhuma,Sudeste,Consultor,8791.91
54.0,23.0,Superior,Inglês,Francês,Sul,Motorista,4348.21
29.0,15.0,Técnico,Nenhuma,Nenhuma,Sul,Pesquisador,12303.08
23.0,35.0,Pós,Inglês,Espanhol,Sudeste,Pesquisador,25840.87
39.0,10.0,Doutorado,Inglês,Inglês,Nordeste,Administrador,11021.48
49.0,7.0,Técnico,Inglês,Espanhol,Nordeste,Economista,4993.29
58.0,2.0,Pós,Inglês,Espanhol,Sul,Técnico,5862.31
37.0,18.0,Superior,Inglês,Nenhuma,Sudeste,Analista de Dados,17718.32
18.0,2.0,Doutorado,Nenhuma,Nenhuma,Sudeste,Médico,21941.92
64.0,35.0,Médio,Inglês,Nenhuma,Nordeste,Advogado,18149.03
23.0,24.0,Doutorado,Nenhuma,Espanhol,Centro-Oeste,Analista de Dados,16220.72
36.0,35.0,Técnico,Inglês,Espanhol,Sudeste,Agrônomo,7057.62
35.0,10.0,Superior,Nenhuma,Nenhuma,Sudeste,Designer,6805.5
23.0,15.0,Técnico,Inglês,Nenhuma,Norte,Administrador,5332.49
62.0,16.0,Técnico,Nenhuma,Espanhol,Sudeste,Designer,7948.52
50.0,23.0,Superior,Italiano,Nenhuma,Sudeste,Motorista,3939.4
40.0,16.0,Superior,Inglês,Nenhuma,Sudeste,Cientista,14698.64
40.0,19.0,Técnico,Alemão,Nenhuma,Nordeste,Consultor,5577.29
43.0,21.0,Médio,Nenhuma,Nenhuma,Sul,Arquiteto,9771.93
30.0,5.0,Técnico,Alemão,Nenhuma,Norte,Policial,2890.83
24.0,6.0,Técnico,Inglês,Nenhuma,Sudeste,Enfermeiro,4061.28
32.0,13.0,Técnico,Alemão,Nenhuma,Norte,Motorista,2638.62
61.0,10.0,Técnico,Nenhuma,Nenhuma,Sul,Administrador,6479.97
,11.0,Fundamental,Nenhuma,Nenhuma,Sudeste,Economista,4816.06
43.0,4.0,Superior,Alemão,Alemão,Sudeste,Engenheiro,15835.43
50.0,4.0,Mestrado,Inglês,Inglês,Sudeste,Motorista,6255.36
32.0,19.0,Médio,Italiano,Nenhuma,Sudeste,Advogado,14066.85
53.0,14.0,Médio,Nenhuma,Nenhuma,Nordeste,Agrônomo,3885.81
62.0,25.0,Superior,Inglês,Italiano,Sul,Analista de Dados,12828.81
44.0,32.0,Técnico,Inglês,Nenhuma,Sudeste,Analista de Dados,12781.29
22.0,29.0,Superior,Alemão,Nenhuma,Sudeste,Cientista,14433.66
19.0,23.0,Doutorado,Inglês,Nenhuma,Nordeste,Policial,11167.38
50.0,22.0,Pós,Nenhuma,Nenhuma,Centro-Oeste,Motorista,77816.0
33.0,8.0,Superior,Nenhuma,Inglês,Centro-Oeste,Vendedor,2570.09
40.0,2.0,Superior,Inglês,Nenhuma,Sudeste,Motorista,3014.19
55.0,35.0,Técnico,Nenhuma,Espanhol,Nordeste,Consultor,5895.3
33.0,6.0,Superior,Nenhuma,Alemão,Sudeste,Vendedor,3829.02
31.0,21.0,Mestrado,Inglês,Nenhuma,Sul,Consultor,11042.76
46.0,13.0,Mestrado,Francês,Italiano,Sul,Vendedor,5309.03
43.0,28.0,Superior,Inglês,Espanhol,Centro-Oeste,Vendedor,5860.83
52.0,15.0,Médio,Inglês,Nenhuma,Nordeste,Administrador,5510.26
32.0,33.0,Médio,Alemão,Francês,Centro-Oeste,Arquiteto,11003.71
20.0,9.0,Fundamental,Inglês,Nenhuma,Centro-Oeste,Técnico,2790.54
40.0,6.0,Mestrado,Nenhuma,Espanhol,Sudeste,Policial,7036.13
46.0,24.0,Técnico,Nenhuma,Inglês,Norte,Engenheiro,14775.52
51.0,26.0,Técnico,Inglês,Nenhuma,Sudeste,Agrônomo,6217.86
50.0,14.0,Mestrado,Inglês,Nenhuma,Sudeste,Agrônomo,11022.7
58.0,31.0,Médio,Inglês,Nenhuma,Sul,Programador,11242.02
58.0,27.0,Superior,Nenhuma,Espanhol,Sudeste,Engenheiro,17489.38
40.0,8.0,Médio,Italiano,Nenhuma,Norte,Economista,4528.07
24.0,6.0,Superior,Francês,Nenhuma,Nordeste,Engenheiro,10879.73
20.0,15.0,Fundamental,Italiano,Nenhuma,Sudeste,Enfermeiro,2815.92
49.0,25.0,Superior,Inglês,Nenhuma,Sul,Motorista,5771.84
48.0,34.0,Pós,Inglês,Alemão,Sudeste,Técnico,12809.94
35.0,16.0,Superior,Inglês,Alemão,Sul,Analista de Dados,15815.85
60.0,22.0,Superior,Francês,Nenhuma,Nordeste,Professor,6111.7
24.0,7.0,Mestrado,Francês,Nenhuma,Centro-Oeste,Consultor,8641.78
58.0,1.0,Médio,Inglês,Nenhuma,Norte,Administrador,4436.1
18.0,30.0,Mestrado,Inglês,Nenhuma,Nordeste,Pesquisador,26432.26
31.0,31.0,Técnico,Francês,Nenhuma,Sul,Consultor,
49.0,28.0,Técnico,Inglês,Alemão,Sudeste,Médico,21371.77
23.0,2.0,Médio,Inglês,Nenhuma,Nordeste,Enfermeiro,3492.69
56.0,7.0,Médio,Inglês,Espanhol,Sul,Enfermeiro,3525.02
27.0,1.0,Doutorado,Inglês,Inglês,Sudeste,Advogado,22620.03
24.0,30.0,Médio,Francês,Nenhuma,Sudeste,Designer,6919.68
43.0,36.0,Técnico,Inglês,Nenhuma,Norte,Agrônomo,7252.05
51.0,19.0,Superior,Nenhuma,Inglês,Sul,Enfermeiro,5143.57
47.0,28.0,Técnico,Inglês,Nenhuma,Sudeste,Analista de Dados,17590.15
53.0,16.0,Mestrado,Alemão,Espanhol,Sul,Analista de Dados,14166.53
38.0,9.0,Doutorado,Nenhuma,Nenhuma,Sul,Agrônomo,8564.57
34.0,21.0,Técnico,Inglês,Nenhuma,Nordeste,Consultor,6705.7
50.0,5.0,Médio,Inglês,Nenhuma,Sudeste,Agrônomo,4870.97
27.0,33.0,Médio,Inglês,Italiano,Nordeste,Engenheiro,17679.41
64.0,30.0,Superior,Inglês,Inglês,Sudeste,Técnico,9622.69
59.0,11.0,Técnico,Francês,Francês,Sudeste,Policial,4403.13
29.0,11.0,Superior,Inglês,Espanhol,Sudeste,Economista,7833.11
33.0,15.0,Pós,Inglês,Nenhuma,Sudeste,Cientista,17586.25
58.0,24.0,Superior,Nenhuma,Espanhol,Nordeste,Pesquisador,11345.94
49.0,21.0,Médio,Italiano,Espanhol,Sudeste,Cientista,9284.22
32.0,26.0,Técnico,Inglês,Francês,Norte,Cientista,15469.82
44.0,23.0,Pós,Inglês,Espanhol,Nordeste,Policial,8086.88
45.0,11.0,Superior,Inglês,Francês,Norte,Agrônomo,5404.14
34.0,17.0,Médio,Inglês,Nenhuma,Nordeste,Agrônomo,3766.71
63.0,15.0,Superior,Inglês,Nenhuma,Centro-Oeste,Técnico,4848.74
19.0,3.0,Superior,Italiano,Nenhuma,Norte,Programador,6644.52
53.0,11.0,Técnico,Inglês,Inglês,Nordeste,Arquiteto,7578.3
erro,32.0,Doutorado,Nenhuma,Nenhuma,Norte,Pesquisador,18662.25
30.0,21.0,Pós,Inglês,Nenhuma,Sul,Engenheiro,18698.57
32.0,17.0,Superior,Italiano,Nenhuma,Sul,Cientista,14830.24
42.0,32.0,Mestrado,Inglês,Nenhuma,Sudeste,Vendedor,9044.83
40.0,xxx,Superior,Francês,Nenhuma,Sudeste,Programador,13169.68
39.0,18.0,Pós,Inglês,Francês,Sudeste,Pesquisador,20428.62
43.0,13.0,Superior,Inglês,Inglês,Nordeste,Vendedor,3682.79
50.0,24.0,Superior,Nenhuma,Inglês,Sudeste,Designer,10403.35
28.0,33.0,Fundamental,Inglês,Inglês,Centro-Oeste,Analista de Dados,11399.96
27.0,23.0,Técnico,Nenhuma,Nenhuma,Centro-Oeste,Analista de Dados,9363.24
42.0,37.0,Técnico,Italiano,Nenhuma,Sul,Analista de Dados,10918.59
54.0,22.0,Superior,Inglês,Nenhuma,Sul,Economista,8479.46
65.0,4.0,Superior,Nenhuma,Espanhol,Centro-Oeste,Engenheiro,8688.77
60.0,35.0,Superior,Inglês,Nenhuma,Sul,Administrador,13022.21
55.0,23.0,Pós,Inglês,Alemão,Norte,Vendedor,4951.76
58.0,35.0,Fundamental,Nenhuma,Nenhuma,Sul,Pesquisador,11796.11
62.0,4.0,Técnico,Nenhuma,Espanhol,Sul,Vendedor,2236.15
41.0,,Médio,Inglês,Nenhuma,Sudeste,Programador,16972.52
57.0,5.0,Médio,Italiano,Nenhuma,Centro-Oeste,Arquiteto,6063.38
63.0,35.0,Superior,Inglês,Italiano,Sul,Administrador,13536.81
50.0,3.0,Pós,Italiano,Nenhuma,Nordeste,Analista de Dados,8788.71
34.0,9.0,Técnico,Inglês,Nenhuma,Nordeste,Programador,7348.01
41.0,0.0,Mestrado,Inglês,Francês,Sudeste,Designer,11186.51
54.0,20.0,Mestrado,Inglês,Nenhuma,Nordeste,Policial,6584.95
19.0,39.0,Técnico,Inglês,Nenhuma,Centro-Oeste,Administrador,9496.39
49.0,38.0,Superior,Italiano,Nenhuma,Sudeste,Professor,9865.39
41.0,36.0,Médio,Inglês,Inglês,Nordeste,Policial,5925.08
26.0,2.0,Pós,Francês,Nenhuma,Centro-Oeste,Economista,5666.2
21.0,30.0,Médio,Alemão,Nenhuma,Centro-Oeste,Economista,6451.1
34.0,26.0,Superior,Inglês,Italiano,Nordeste,Cientista,14881.18
34.0,16.0,Superior,Inglês,Nenhuma,Sudeste,Pesquisador,17915.08
65.0,22.0,Doutorado,Inglês,Inglês,Sudeste,Administrador,16925.68
47.0,12.0,Superior,Inglês,Italiano,Sudeste,Vendedor,5013.8
57.0,26.0,Fundamental,Inglês,Nenhuma,Sul,Vendedor,3173.43
28.0,19.0,Superior,Inglês,Nenhuma,Sul,Engenheiro,17582.99
38.0,12.0,Pós,Alemão,Inglês,Sudeste,Administrador,9732.09
38.0,23.0,Superior,Italiano,Nenhuma,Sudeste,Agrônomo,6542.62
35.0,2.0,Doutorado,Inglês,Nenhuma,Sul,Médico,25501.61
46.0,9.0,Mestrado,Francês,Nenhuma,Nordeste,Médico,15172.17
41.0,0.0,Superior,Alemão,Nenhuma,Sul,Cientista,10306.72
27.0,12.0,Médio,Italiano,Nenhuma,Norte,Economista,4708.9
62.0,13.0,Fundamental,Alemão,Nenhuma,Norte,Técnico,2738.6
34.0,32.0,Doutorado,Inglês,Nenhuma,Centro-Oeste,Enfermeiro,14260.16
35.0,1.0,Doutorado,Nenhuma,Nenhuma,Sudeste,Técnico,6566.79
59.0,1.0,Técnico,Inglês,Inglês,Sul,Pesquisador,11783.05
65.0,38.0,Superior,Inglês,Inglês,Centro-Oeste,Advogado,26358.88
37.0,30.0,Pós,Alemão,Inglês,Sudeste,Motorista,5314.0
54.0,3.0,Superior,Nenhuma,Inglês,Sudeste,Administrador,7213.47
62.0,33.0,Mestrado,Inglês,Inglês,Nordeste,Arquiteto,21481.57
35.0,18.0,Médio,Inglês,Inglês,Sul,Designer,6396.87
34.0,36.0,Mestrado,Inglês,Nenhuma,Sudeste,Consultor,17321.93
26.0,8.0,Técnico,Inglês,Nenhuma,Sudeste,Professor,8079.69
31.0,23.0,Superior,Nenhuma,Nenhuma,Sudeste,Enfermeiro,7827.4
46.0,12.0,Superior,Nenhuma,Nenhuma,Norte,Motorista,2343.41
48.0,29.0,Superior,Inglês,Inglês,Sul,Motorista,5779.34
21.0,18.0,Superior,Inglês,Nenhuma,Norte,Engenheiro,15090.98
35.0,9.0,Pós,Nenhuma,Nenhuma,Sudeste,Policial,6645.88
37.0,13.0,Superior,Inglês,Italiano,Nordeste,Cientista,14041.24
64.0,39.0,Superior,Inglês,Espanhol,Sudeste,Médico,30889.82
60.0,19.0,Técnico,Inglês,Nenhuma,Nordeste,Policial,5238.96
erro,3.0,Doutorado,Inglês,Inglês,Sul,Arquiteto,21267.32
26.0,37.0,Médio,Inglês,Nenhuma,Centro-Oeste,Pesquisador,14881.94
30.0,38.0,Superior,Inglês,Nenhuma,Sudeste,Enfermeiro,8180.41
32.0,4.0,Médio,Francês,Nenhuma,Sudeste,Analista de Dados,7010.04
44.0,31.0,Superior,Francês,Inglês,Nordeste,Médico,15393.44
32.0,5.0,Técnico,Alemão,Nenhuma,Sudeste,Vendedor,2780.02
45.0,13.0,Doutorado,Nenhuma,Inglês,Sul,Motorista,6876.75
54.0,xxx,Fundamental,Nenhuma,Nenhuma,Centro-Oeste,Vendedor,1689.05
36.0,13.0,Técnico,Inglês,Alemão,Norte,Motorista,3088.64
43.0,11.0,Pós,Alemão,Inglês,Sudeste,Policial,7681.88
43.0,26.0,Médio,Italiano,Inglês,Sudeste,Consultor,6631.23
42.0,25.0,Mestrado,Nenhuma,Italiano,Sudeste,Técnico,11036.39
43.0,11.0,Mestrado,Inglês,Italiano,Sudeste,Consultor,13363.53
43.0,7.0,Pós,Inglês,Nenhuma,Nordeste,Pesquisador,14991.33
63.0,9.0,Médio,Alemão,Nenhuma,Sudeste,Administrador,4303.55
45.0,15.0,Técnico,Francês,Nenhuma,Sudeste,Motorista,erro
35.0,25.0,Médio,Inglês,Nenhuma,Nordeste,Analista de Dados,8400.02
49.0,7.0,Médio,Inglês,Alemão,Sul,Enfermeiro,5199.76
20.0,28.0,Fundamental,Italiano,Alemão,Centro-Oeste,Professor,5759.4
19.0,19.0,Mestrado,Inglês,Nenhuma,Sudeste,Advogado,22795.54
50.0,16.0,Superior,Inglês,Italiano,Sul,Cientista,14915.19
59.0,,Técnico,Nenhuma,Inglês,Centro-Oeste,Arquiteto,192312.0
